,Reporter Code,Reporter,Partner Code,Partner,Trade Flow,Trade Value (US$),Trade Quantity,NetWeight
395,381,Italy,792,Turkey,Export,51177,10000,10000.0
396,381,Italy,804,Ukraine,Export,19282,4475,4475.0
397,381,Italy,842,USA,Export,17131,220,220.0
398,392,Japan,0,World,Import,13039950023,4959313000,4959313000.0
399,392,Japan,36,Australia,Import,2335120349,666943000,666943000.0
400,392,Japan,124,Canada,Import,1112079677,391256000,391256000.0
401,392,Japan,152,Chile,Import,4576164044,1899160000,1899160000.0
402,392,Japan,360,Indonesia,Import,1694180821,646981000,646981000.0
403,392,Japan,410,Rep. of Korea,Import,15695175,6381000,6381000.0
404,392,Japan,484,Mexico,Import,20200789,10479000,10479000.0
405,392,Japan,490,"Other Asia, nes",Import,195435920,43582000,43582000.0
406,392,Japan,591,Panama,Import,530187901,226475000,226475000.0
407,392,Japan,598,Papua New Guinea,Import,629042576,201673000,201673000.0
408,392,Japan,604,Peru,Import,1291279560,609240000,609240000.0
409,392,Japan,608,Philippines,Import,185707547,61086000,61086000.0
410,392,Japan,682,Saudi Arabia,Import,78816494,36937000,36937000.0
411,392,Japan,842,USA,Import,376039163,159120000,159120000.0
412,404,Kenya,0,World,Export,1126443,2272640,2272640.0
413,404,Kenya,156,China,Export,893898,1457620,1457620.0
414,404,Kenya,180,Dem. Rep. of the Congo,Export,7392,25000,25000.0
415,404,Kenya,344,"China, Hong Kong SAR",Export,225151,790020,790020.0
416,417,Kyrgyzstan,0,World,Export,20979363,12480758,12480758.0
417,417,Kyrgyzstan,156,China,Export,20979363,12480758,12480758.0
418,422,Lebanon,0,World,Import,4937,800,800.0
419,422,Lebanon,381,Italy,Import,4937,800,800.0
420,428,Latvia,0,World,Import,121896,138853,138853.0
421,428,Latvia,440,Lithuania,Import,121896,138853,138853.0
422,440,Lithuania,0,World,Import,240563,277742,277742.0
423,440,Lithuania,0,World,Export,296490,277742,277742.0
424,440,Lithuania,428,Latvia,Import,155939,138889,138889.0
425,440,Lithuania,428,Latvia,Export,140551,138853,138853.0
426,440,Lithuania,643,Russian Federation,Export,155939,138889,138889.0
427,440,Lithuania,784,United Arab Emirates,Import,84624,138853,138853.0
428,442,Luxembourg,0,World,Import,7164,412,412.0
429,442,Luxembourg,251,France,Import,3010,300,300.0
430,442,Luxembourg,276,Germany,Import,4133,110,110.0
431,442,Luxembourg,682,Saudi Arabia,Import,20,2,2.0
432,458,Malaysia,0,World,Import,693866416,590233292,590233292.0
433,458,Malaysia,0,World,Export,303793347,180441636,180441636.0
434,458,Malaysia,8,Albania,Import,2732481,2791140,2791140.0
435,458,Malaysia,36,Australia,Import,74394646,24597800,24597800.0
436,458,Malaysia,76,Brazil,Import,44248312,27002000,27002000.0
437,458,Malaysia,116,Cambodia,Export,17279,12682,12682.0
438,458,Malaysia,124,Canada,Import,22502,43809,43809.0
439,458,Malaysia,152,Chile,Import,135380291,62650800,62650800.0
440,458,Malaysia,156,China,Import,317058,286378,286378.0
441,458,Malaysia,156,China,Export,287768328,169570000,169570000.0
442,458,Malaysia,214,Dominican Rep.,Import,13694506,9573930,9573930.0
443,458,Malaysia,360,Indonesia,Import,278822599,399312000,399312000.0
444,458,Malaysia,360,Indonesia,Export,364910,700631,700631.0
445,458,Malaysia,392,Japan,Export,4208,3700,3700.0
446,458,Malaysia,410,Rep. of Korea,Export,1228176,2959360,2959360.0
447,458,Malaysia,528,Netherlands,Import,11591,10000,10000.0
448,458,Malaysia,604,Peru,Import,54161637,31423100,31423100.0
449,458,Malaysia,682,Saudi Arabia,Import,41901503,6569440,6569440.0
450,458,Malaysia,699,India,Export,14337126,7135000,7135000.0
451,458,Malaysia,702,Singapore,Export,2022,2900,2900.0
452,458,Malaysia,710,South Africa,Import,1288787,296137,296137.0
453,458,Malaysia,757,Switzerland,Import,34277085,13558400,13558400.0
454,458,Malaysia,764,Thailand,Export,71296,57362,57362.0
455,458,Malaysia,792,Turkey,Import,12302341,11843900,11843900.0
456,458,Malaysia,826,United Kingdom,Import,283695,220900,220900.0
457,458,Malaysia,842,USA,Import,27376,53558,53558.0
458,484,Mexico,0,World,Import,404006811,191646326,191646326.0
459,484,Mexico,0,World,Export,3420948513,1551769274,1551769274.0
460,484,Mexico,124,Canada,Export,7667950,685677,685677.0
461,484,Mexico,156,China,Export,3352361101,1520404597,1520404597.0
462,484,Mexico,392,Japan,Export,60919462,30679000,30679000.0
463,484,Mexico,826,United Kingdom,Import,11,16,16.0
464,484,Mexico,842,USA,Import,404006800,191646310,191646310.0
465,528,Netherlands,0,World,Import,239494,8597,8597.0
466,528,Netherlands,0,World,Export,1686,143,143.0
467,528,Netherlands,8,Albania,Import,230,13,13.0
468,528,Netherlands,12,Algeria,Import,165,6,6.0
469,528,Netherlands,31,Azerbaijan,Import,105,11,11.0
470,528,Netherlands,36,Australia,Import,1419,34,34.0
471,528,Netherlands,51,Armenia,Import,98,6,6.0
472,528,Netherlands,72,Botswana,Import,1375,15,15.0
473,528,Netherlands,76,Brazil,Import,2717,63,63.0
474,528,Netherlands,108,Burundi,Import,88,1,1.0
475,528,Netherlands,116,Cambodia,Import,1060,30,30.0
476,528,Netherlands,124,Canada,Import,3454,83,83.0
477,528,Netherlands,152,Chile,Import,14658,368,368.0
478,528,Netherlands,156,China,Import,78382,2905,2905.0
479,528,Netherlands,180,Dem. Rep. of the Congo,Import,1258,17,17.0
480,528,Netherlands,231,Ethiopia,Import,94,2,2.0
481,528,Netherlands,268,Georgia,Import,1349,80,80.0
482,528,Netherlands,320,Guatemala,Import,286,5,5.0
483,528,Netherlands,360,Indonesia,Import,123,4,4.0
484,528,Netherlands,392,Japan,Import,5680,168,168.0
485,528,Netherlands,398,Kazakhstan,Import,495,14,14.0
486,528,Netherlands,410,Rep. of Korea,Import,23708,867,867.0
487,528,Netherlands,458,Malaysia,Import,2345,54,54.0
488,528,Netherlands,484,Mexico,Import,7504,159,159.0
489,528,Netherlands,490,"Other Asia, nes",Import,871,34,34.0
490,528,Netherlands,496,Mongolia,Import,959,22,22.0
491,528,Netherlands,499,Montenegro,Import,376,28,28.0
492,528,Netherlands,504,Morocco,Import,240,6,6.0
493,528,Netherlands,508,Mozambique,Import,758,16,16.0
494,528,Netherlands,516,Namibia,Import,267,7,7.0
495,528,Netherlands,516,Namibia,Export,26,14,14.0
496,528,Netherlands,604,Peru,Import,22514,632,632.0
497,528,Netherlands,608,Philippines,Import,4696,201,201.0
498,528,Netherlands,643,Russian Federation,Import,2409,133,133.0
499,528,Netherlands,688,Serbia,Import,83,1,1.0
500,528,Netherlands,699,India,Import,2826,104,104.0
501,528,Netherlands,702,Singapore,Import,49,3,3.0
502,528,Netherlands,704,Viet Nam,Import,749,13,13.0
503,528,Netherlands,710,South Africa,Import,2542,70,70.0
504,528,Netherlands,710,South Africa,Export,53,107,107.0
505,528,Netherlands,757,Switzerland,Import,16,3,3.0
506,528,Netherlands,762,Tajikistan,Import,293,6,6.0
507,528,Netherlands,764,Thailand,Import,172,5,5.0
508,528,Netherlands,784,United Arab Emirates,Import,67,1,1.0
509,528,Netherlands,792,Turkey,Import,167,15,15.0
510,528,Netherlands,818,Egypt,Import,109,2,2.0
511,528,Netherlands,834,United Rep. of Tanzania,Import,496,15,15.0
512,528,Netherlands,842,USA,Import,41874,1949,1949.0
513,528,Netherlands,860,Uzbekistan,Import,706,20,20.0
514,528,Netherlands,894,Zambia,Import,3213,39,39.0
515,528,Netherlands,899,"Areas, nes",Import,6424,367,367.0
516,528,Netherlands,899,"Areas, nes",Export,1607,22,22.0
517,554,New Zealand,0,World,Import,51659,7005,7005.0
518,554,New Zealand,276,Germany,Import,343,5,5.0
519,554,New Zealand,842,USA,Import,51315,7000,7000.0
520,558,Nicaragua,0,World,Export,307424,3074004,3074004.0
521,558,Nicaragua,156,China,Export,307400,3074000,3074000.0
522,558,Nicaragua,842,USA,Export,24,4,4.0
523,586,Pakistan,0,World,Export,11508580,25496000,25496000.0
524,586,Pakistan,116,Cambodia,Export,17372,53000,53000.0
525,586,Pakistan,156,China,Export,11491208,25443000,25443000.0
526,608,Philippines,0,World,Import,152199414,50680000,50680000.0
527,608,Philippines,0,World,Export,299440295,88414728,88414728.0
528,608,Philippines,36,Australia,Import,23698187,10326400,10326400.0
529,608,Philippines,116,Cambodia,Export,250000,50000,50000.0
530,608,Philippines,156,China,Export,2798543,2820215,2820215.0
531,608,Philippines,360,Indonesia,Import,57705090,17998600,17998600.0
532,608,Philippines,360,Indonesia,Export,389147,2346328,2346328.0
533,608,Philippines,392,Japan,Export,219974390,66000000,66000000.0
534,608,Philippines,410,Rep. of Korea,Export,8160,116000,116000.0
535,608,Philippines,598,Papua New Guinea,Import,47102599,12272700,12272700.0
536,608,Philippines,604,Peru,Import,23693538,10082300,10082300.0
537,608,Philippines,702,Singapore,Export,75794307,16800000,16800000.0
538,608,Philippines,764,Thailand,Export,225748,282185,282185.0
539,616,Poland,0,World,Import,463058042,161293966,161293966.0
540,616,Poland,0,World,Export,188972,550760,550760.0
541,616,Poland,76,Brazil,Import,320795586,88677490,88677490.0
542,616,Poland,100,Bulgaria,Import,619191,212532,212532.0
543,616,Poland,152,Chile,Import,27048761,12024422,12024422.0
544,616,Poland,156,China,Import,108,4,4.0
545,616,Poland,178,Congo,Import,49899,6755,6755.0
546,616,Poland,381,Italy,Import,3302,50,50.0
547,616,Poland,410,Rep. of Korea,Export,188972,550760,550760.0
548,616,Poland,504,Morocco,Import,63950795,43811280,43811280.0
549,616,Poland,604,Peru,Import,50590308,16561410,16561410.0
550,616,Poland,826,United Kingdom,Import,72,16,16.0
551,616,Poland,842,USA,Import,20,7,7.0
552,620,Portugal,0,World,Import,1815527,222747,222747.0
553,620,Portugal,0,World,Export,325156320,166559473,166559473.0
554,620,Portugal,100,Bulgaria,Export,34873070,18091840,18091840.0
555,620,Portugal,124,Canada,Import,223,8,8.0
556,620,Portugal,246,Finland,Export,231247657,118065723,118065723.0
557,620,Portugal,276,Germany,Import,483,47,47.0
558,620,Portugal,276,Germany,Export,9885432,5295260,5295260.0
559,620,Portugal,724,Spain,Import,1814119,222606,222606.0
560,620,Portugal,724,Spain,Export,2148927,1124582,1124582.0
561,620,Portugal,752,Sweden,Export,47001231,23982068,23982068.0
562,620,Portugal,842,USA,Import,701,86,86.0
563,642,Romania,0,World,Import,17235,4487,4487.0
564,642,Romania,0,World,Export,71861855,39931580,39931580.0
565,642,Romania,156,China,Import,391,5,5.0
566,642,Romania,156,China,Export,42907194,23872190,23872190.0
567,642,Romania,381,Italy,Import,15623,2779,2779.0
568,642,Romania,499,Montenegro,Export,4363274,2332420,2332420.0
569,642,Romania,528,Netherlands,Export,701454,202252,202252.0
570,642,Romania,616,Poland,Export,601963,343053,343053.0
571,642,Romania,688,Serbia,Export,21968465,12492340,12492340.0
572,642,Romania,724,Spain,Export,1319222,689150,689150.0
573,642,Romania,792,Turkey,Export,25,50,50.0
574,642,Romania,826,United Kingdom,Export,255,125,125.0
575,642,Romania,842,USA,Import,1221,1703,1703.0
576,688,Serbia,0,World,Import,153892494,66635657,66635657.0
577,688,Serbia,0,World,Export,855093236,503370553,503370553.0
578,688,Serbia,100,Bulgaria,Import,129301196,55425504,55425504.0
579,688,Serbia,100,Bulgaria,Export,16253611,12561840,12561840.0
580,688,Serbia,156,China,Export,500888625,263554874,263554874.0
581,688,Serbia,246,Finland,Export,45726534,24253300,24253300.0
582,688,Serbia,268,Georgia,Export,50238032,34781660,34781660.0
583,688,Serbia,398,Kazakhstan,Export,21,179,179.0
584,688,Serbia,410,Rep. of Korea,Export,103659529,58213680,58213680.0
585,688,Serbia,499,Montenegro,Export,19539072,9461810,9461810.0
586,688,Serbia,642,Romania,Import,24591298,11210153,11210153.0
587,688,Serbia,643,Russian Federation,Export,3671238,2946380,2946380.0
588,688,Serbia,724,Spain,Export,115076258,97557080,97557080.0
589,688,Serbia,792,Turkey,Export,40294,39600,39600.0
590,688,Serbia,826,United Kingdom,Export,22,150,150.0
591,705,Slovenia,0,World,Import,587,0,0.0
592,705,Slovenia,842,USA,Import,587,0,0.0
593,724,Spain,0,World,Import,2710969935,1232557101,1232557101.0
594,724,Spain,0,World,Export,1111974616,629316301,629316301.0
595,724,Spain,36,Australia,Import,87667616,46200001,46200001.0
596,724,Spain,51,Armenia,Import,69288007,30079500,30079500.0
597,724,Spain,76,Brazil,Import,393019721,156767000,156767000.0
598,724,Spain,100,Bulgaria,Export,8150545,5078920,5078920.0
599,724,Spain,124,Canada,Import,60165052,21394800,21394800.0
600,724,Spain,152,Chile,Import,562805052,245886009,245886009.0
601,724,Spain,156,China,Import,1364,36,36.0
602,724,Spain,156,China,Export,911257599,529763000,529763000.0
603,724,Spain,218,Ecuador,Import,2558443,639900,639900.0
604,724,Spain,246,Finland,Import,368828,10890,10890.0
605,724,Spain,246,Finland,Export,92142290,52813800,52813800.0
606,724,Spain,251,France,Import,674795,321560,321560.0
607,724,Spain,251,France,Export,1830,450,450.0
608,724,Spain,276,Germany,Import,114412,21000,21000.0
609,724,Spain,276,Germany,Export,48504500,10668720,10668720.0
610,724,Spain,360,Indonesia,Import,299410041,109670000,109670000.0
611,724,Spain,381,Italy,Import,338857,36970,36970.0
612,724,Spain,410,Rep. of Korea,Import,491,25,25.0
613,724,Spain,484,Mexico,Import,195,10,10.0
614,724,Spain,499,Montenegro,Import,87168681,78743302,78743302.0
615,724,Spain,504,Morocco,Import,26501389,16819900,16819900.0
616,724,Spain,516,Namibia,Import,112,4,4.0
617,724,Spain,528,Netherlands,Import,1893087,463692,463692.0
618,724,Spain,528,Netherlands,Export,727433,10306,10306.0
619,724,Spain,591,Panama,Import,356876143,154478000,154478000.0
620,724,Spain,604,Peru,Import,292808121,152344140,152344140.0
621,724,Spain,616,Poland,Export,960213,123820,123820.0
622,724,Spain,620,Portugal,Import,1746108,610156,610156.0
623,724,Spain,620,Portugal,Export,242839,24114,24114.0
624,724,Spain,642,Romania,Import,284872,181169,181169.0
625,724,Spain,682,Saudi Arabia,Import,137,1,1.0
626,724,Spain,688,Serbia,Import,29860184,24224606,24224606.0
627,724,Spain,710,South Africa,Import,1532,109,109.0
628,724,Spain,752,Sweden,Export,49987245,30833170,30833170.0
629,724,Spain,792,Turkey,Import,3770404,3434823,3434823.0
630,724,Spain,826,United Kingdom,Import,3682,491,491.0
631,724,Spain,826,United Kingdom,Export,118,1,1.0
632,724,Spain,842,USA,Import,433642597,190229001,190229001.0
633,752,Sweden,0,World,Import,910095971,347978668,347978668.0
634,752,Sweden,0,World,Export,816,2333,2333.0
635,752,Sweden,76,Brazil,Import,309024348,95561000,95561000.0
636,752,Sweden,124,Canada,Import,195785565,54012000,54012000.0
637,752,Sweden,152,Chile,Import,50476723,20641000,20641000.0
638,752,Sweden,156,China,Import,116,44,44.0
639,752,Sweden,246,Finland,Import,80972842,29789000,29789000.0
640,752,Sweden,276,Germany,Import,13199453,5050000,5050000.0
641,752,Sweden,484,Mexico,Import,816,312,312.0
642,752,Sweden,579,Norway,Import,816,7000,7000.0
643,752,Sweden,604,Peru,Import,80509253,33486000,33486000.0
644,752,Sweden,620,Portugal,Import,46356077,23758000,23758000.0
645,752,Sweden,724,Spain,Import,29225096,18448000,18448000.0
646,752,Sweden,792,Turkey,Import,104544045,67226000,67226000.0
647,752,Sweden,792,Turkey,Export,116,333,333.0
648,752,Sweden,826,United Kingdom,Import,116,44,44.0
649,752,Sweden,826,United Kingdom,Export,699,2000,2000.0
650,752,Sweden,842,USA,Import,699,267,267.0
651,757,Switzerland,0,World,Import,24338,8092,8092.0
652,757,Switzerland,0,World,Export,9223,2,2.0
653,757,Switzerland,40,Austria,Import,286,2,2.0
654,757,Switzerland,56,Belgium,Import,11718,3300,3300.0
655,757,Switzerland,56,Belgium,Export,10,0,0.0
656,757,Switzerland,276,Germany,Import,4859,392,392.0
657,757,Switzerland,276,Germany,Export,9212,2,2.0
658,757,Switzerland,376,Israel,Import,274,91,91.0
659,757,Switzerland,381,Italy,Import,6877,4300,4300.0
660,757,Switzerland,818,Egypt,Import,15,5,5.0
661,757,Switzerland,826,United Kingdom,Import,306,2,2.0
662,792,Turkey,0,World,Import,85818543,36977506,36977506.0
663,792,Turkey,0,World,Export,454719258,313660356,313660356.0
664,792,Turkey,8,Albania,Import,2379,3618,3618.0
665,792,Turkey,36,Australia,Export,312,2312,2312.0
666,792,Turkey,40,Austria,Import,5,2,2.0
667,792,Turkey,51,Armenia,Import,2520150,1462700,1462700.0
668,792,Turkey,56,Belgium,Export,40488,26280,26280.0
669,792,Turkey,100,Bulgaria,Import,42,25,25.0
670,792,Turkey,100,Bulgaria,Export,223212470,140912930,140912930.0
671,792,Turkey,116,Cambodia,Export,111031,155442,155442.0
672,792,Turkey,152,Chile,Import,83243742,35493990,35493990.0
673,792,Turkey,156,China,Import,82,48,48.0
674,792,Turkey,156,China,Export,86956903,73417022,73417022.0
675,792,Turkey,233,Estonia,Export,15,12,12.0
676,792,Turkey,251,France,Export,116,50,50.0
677,792,Turkey,268,Georgia,Export,14629237,9563920,9563920.0
678,792,Turkey,276,Germany,Import,385,8,8.0
679,792,Turkey,276,Germany,Export,23667583,13604077,13604077.0
680,792,Turkey,381,Italy,Import,47369,6005,6005.0
681,792,Turkey,381,Italy,Export,356917,137500,137500.0
682,792,Turkey,398,Kazakhstan,Import,3395,10991,10991.0
683,792,Turkey,404,Kenya,Import,2,1,1.0
684,792,Turkey,410,Rep. of Korea,Export,1318847,1294213,1294213.0
685,792,Turkey,450,Madagascar,Import,10,6,6.0
686,792,Turkey,458,Malaysia,Export,13456198,14280680,14280680.0
687,792,Turkey,504,Morocco,Import,12,7,7.0
688,792,Turkey,504,Morocco,Export,84,76,76.0
689,792,Turkey,528,Netherlands,Import,6,3,3.0
690,792,Turkey,604,Peru,Export,927,100,100.0
691,792,Turkey,688,Serbia,Import,9,13,13.0
692,792,Turkey,710,South Africa,Import,134,18,18.0
693,792,Turkey,710,South Africa,Export,15,14,14.0
694,792,Turkey,724,Spain,Import,123,59,59.0
695,792,Turkey,724,Spain,Export,2571223,2659132,2659132.0
696,792,Turkey,752,Sweden,Import,684,6,6.0
697,792,Turkey,752,Sweden,Export,88390615,57579580,57579580.0
698,792,Turkey,757,Switzerland,Export,6,5,5.0
699,792,Turkey,764,Thailand,Export,5663,26758,26758.0
700,792,Turkey,784,United Arab Emirates,Export,416,76,76.0
701,792,Turkey,826,United Kingdom,Export,63,59,59.0
702,792,Turkey,842,USA,Import,14,6,6.0
703,792,Turkey,842,USA,Export,129,118,118.0
704,804,Ukraine,0,World,Import,24465,5475,5475.0
705,804,Ukraine,156,China,Import,24465,5475,5475.0
706,826,United Kingdom,0,World,Import,72366,21995,21995.0
707,826,United Kingdom,0,World,Export,58184,7713,7713.0
708,826,United Kingdom,56,Belgium,Export,2427,500,500.0
709,826,United Kingdom,72,Botswana,Export,1478,1,1.0
710,826,United Kingdom,124,Canada,Import,18186,6748,6748.0
711,826,United Kingdom,152,Chile,Import,1975,25,25.0
712,826,United Kingdom,156,China,Import,27538,11233,11233.0
713,826,United Kingdom,372,Ireland,Export,2988,140,140.0
714,826,United Kingdom,381,Italy,Import,64,6,6.0
715,826,United Kingdom,392,Japan,Import,13891,2144,2144.0
716,826,United Kingdom,398,Kazakhstan,Import,2431,51,51.0
717,826,United Kingdom,470,Malta,Export,1805,3,3.0
718,826,United Kingdom,604,Peru,Import,1737,189,189.0
719,826,United Kingdom,682,Saudi Arabia,Export,3851,194,194.0
720,826,United Kingdom,724,Spain,Export,33842,6012,6012.0
721,826,United Kingdom,752,Sweden,Export,10552,699,699.0
722,826,United Kingdom,842,USA,Import,6541,1597,1597.0
723,826,United Kingdom,842,USA,Export,1237,164,164.0
724,834,United Rep. of Tanzania,0,World,Import,22,3,3.0
725,834,United Rep. of Tanzania,0,World,Export,19789931,6140605,6140606.0
726,834,United Rep. of Tanzania,156,China,Export,16314959,5706271,5706271.0
727,834,United Rep. of Tanzania,410,Rep. of Korea,Export,100,0,0.0
728,834,United Rep. of Tanzania,699,India,Export,250,79,79.0
729,834,United Rep. of Tanzania,702,Singapore,Export,3474302,431900,431900.0
730,834,United Rep. of Tanzania,710,South Africa,Import,1,0,0.0
731,834,United Rep. of Tanzania,784,United Arab Emirates,Import,21,3,3.0
732,834,United Rep. of Tanzania,800,Uganda,Export,114,2349,2349.0
733,834,United Rep. of Tanzania,826,United Kingdom,Export,5,0,0.0
734,834,United Rep. of Tanzania,842,USA,Export,100,2,2.0
735,834,United Rep. of Tanzania,894,Zambia,Export,100,1,1.0
736,842,USA,0,World,Import,104430312,19775767,19775767.0
737,842,USA,0,World,Export,2924569880,364268507,364268507.0
738,842,USA,40,Austria,Export,7320,13071,13071.0
739,842,USA,56,Belgium,Export,1492022,255859,255859.0
740,842,USA,116,Cambodia,Export,372409,45514,45514.0
741,842,USA,124,Canada,Import,98865286,12888950,12888950.0
742,842,USA,124,Canada,Export,497316109,39668714,39668714.0
743,842,USA,156,China,Import,13354,150800,150800.0
744,842,USA,156,China,Export,607201586,72806164,72806164.0
745,842,USA,188,Costa Rica,Export,3087,174,174.0
746,842,USA,214,Dominican Rep.,Export,1474775,578820,578820.0
747,842,USA,246,Finland,Export,15227139,1851010,1851010.0
748,842,USA,251,France,Export,16625,29688,29688.0
749,842,USA,276,Germany,Import,31939,46717,46717.0
750,842,USA,276,Germany,Export,15239823,1852784,1852784.0
751,842,USA,344,"China, Hong Kong SAR",Export,227919,41017,41017.0
752,842,USA,348,Hungary,Import,11503,384,384.0
753,842,USA,392,Japan,Import,13070,900,900.0
754,842,USA,392,Japan,Export,70739083,12296604,12296604.0
755,842,USA,410,Rep. of Korea,Export,18519257,2395736,2395736.0
756,842,USA,458,Malaysia,Export,33267,4633,4633.0
757,842,USA,484,Mexico,Import,107509,394414,394414.0
758,842,USA,484,Mexico,Export,1630235961,228506500,228506500.0
759,842,USA,490,"Other Asia, nes",Import,53343,665000,665000.0
760,842,USA,490,"Other Asia, nes",Export,42774553,1501848,1501848.0
761,842,USA,528,Netherlands,Import,15701,9772,9772.0
762,842,USA,528,Netherlands,Export,95400,13287,13287.0
763,842,USA,604,Peru,Import,5318607,5618830,5618830.0
764,842,USA,604,Peru,Export,4410,476,476.0
765,842,USA,608,Philippines,Export,22500000,2353910,2353910.0
766,842,USA,624,Guinea-Bissau,Export,12000,1,1.0
767,842,USA,699,India,Export,557536,154,154.0
768,842,USA,826,United Kingdom,Export,282375,19499,19499.0
769,842,USA,858,Uruguay,Export,237224,33040,33040.0
770,860,Uzbekistan,0,World,Import,353627445,150734832,150734832.0
771,860,Uzbekistan,0,World,Export,245,99,
772,860,Uzbekistan,31,Azerbaijan,Import,12481813,5320412,5320412.0
773,860,Uzbekistan,31,Azerbaijan,Export,4,1,
774,860,Uzbekistan,398,Kazakhstan,Import,194965360,83104610,83104610.0
775,860,Uzbekistan,643,Russian Federation,Import,145772423,62135962,62135962.0
776,860,Uzbekistan,643,Russian Federation,Export,198,80,
777,860,Uzbekistan,710,South Africa,Export,35,14,
778,860,Uzbekistan,762,Tajikistan,Import,407849,173846,173846.0
779,860,Uzbekistan,826,United Kingdom,Export,8,3,
